Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.261051177978516,24.729274281755732,23.821675325324954,24.71817827354724,212818400
2015-01-05,23.57756805419922,24.110144047673025,23.391167387640213,24.03025756400133,257142000
2015-01-06,23.57979965209961,23.83943001030047,23.21809075132821,23.64193323939418,263188400
2015-01-07,23.910436630249023,24.01029392504949,23.67743401836389,23.788387320592424,160423600
2015-01-08,24.82912826538086,24.886824452930725,24.121245700213183,24.23885761526062,237458000
2015-01-09,24.85575294494629,25.13091659074848,24.456320480868424,25.002210386433102,214798000
2015-01-12,24.2432918548584,24.99333542358363,24.143434579343243,24.986678497617646,198603200
2015-01-13,24.45854377746582,25.03106316625113,24.16784669635183,24.72705053894741,268367600
2015-01-14,24.365341186523438,24.518455563065594,24.07686197869801,24.196691725347986,195826400
2015-01-15,23.704057693481445,24.42303444417386,23.668553525712902,24.409720592887236,240056000
2015-01-16,23.519880294799805,23.872712672689556,23.34457387588783,23.75066336426571,314053200
2015-01-20,24.125690460205078,24.181167120868533,23.633057442631475,23.930411531141193,199599600
2015-01-21,24.30986213684082,24.64493979330812,24.025820343479488,24.17671685841635,194303600
2015-01-22,24.94230079650879,24.95783418992754,24.34759107374211,24.467420834263706,215185600
2015-01-23,25.071002960205078,25.24187026011724,24.749237444378423,24.920106437303215,185859200
2015-01-26,25.097639083862305,25.37724190690959,25.031068111812225,25.239659189184973,222460000
2015-01-27,24.21887969970703,24.9600484254959,24.194469844806008,24.94673288181463,382274800
2015-01-28,25.58804702758789,26.211605664482956,25.58804702758789,26.102870222038018,585908400
2015-01-29,26.38469886779785,26.449051994201383,25.64352983698932,25.81217935125328,337745600
2015-01-30,25.99857521057129,26.62878907264439,25.929783020884912,26.27373889027836,334982000
2015-02-02,26.324777603149414,26.44460736236611,25.758916826474497,26.196073070372567,250956400
2015-02-03,26.32921600341797,26.426853747175713,26.09843295751384,26.295929677881375,207662800
2015-02-04,26.531150817871094,26.741963089882017,26.25376758602479,26.295930379029553,280598800
2015-02-05,26.72051239013672,26.78511946783196,26.566792043217205,26.738333684226184,168984800
2015-02-06,26.495506286621094,26.789578935429713,26.38857000537499,26.73833824448596,174826400
2015-02-09,26.6715030670166,26.698235861064884,26.384113633136508,26.410848126879227,155559200
2015-02-10,27.183900833129883,27.212863625618194,26.769527237525242,26.7717538371825,248034000
2015-02-11,27.821069717407227,27.829981218721468,27.290848136922953,27.350998646175235,294247200
2015-02-12,28.173059463500977,28.40029844206424,27.974783282031957,28.08394617190155,297898000
2015-02-13,28.311180114746094,28.355735902773322,27.992601301237766,28.355735902773322,217088800
2015-02-17,28.478271484375,28.712193658661604,28.275538706700655,28.402524592820477,252609600
2015-02-18,28.676542282104492,28.6899086782319,28.393607766315956,28.433708654392507,179566800
2015-02-19,28.616392135620117,28.745606306357125,28.589659341463797,28.623075334159196,149449600
2015-02-20,28.85032081604004,28.85032081604004,28.52728701573837,28.654271216126354,195793600
2015-02-23,29.63006019592285,29.63006019592285,28.885967770766,28.966169573437323,283896400
2015-02-24,29.445144653320312,29.763725201645627,29.222362289234308,29.61668802549548,276912400
2015-02-25,28.692140579223633,29.318161908432362,28.54955999520564,29.309248709774774,298846800
2015-02-26,29.05527687072754,29.155528259362143,28.206476567891034,28.692140512533417,365150000
2015-02-27,28.618619918823242,29.08869077621187,28.569607533739035,28.961703215024077,248059200
2015-03-02,28.758970260620117,29.024081778114386,28.58297371505887,28.794616249393325,192386800
2015-03-03,28.819128036499023,28.8547740321923,28.536193469691177,28.730016446655085,151265200
2015-03-04,28.63644790649414,28.86368690399205,28.587438906435388,28.76120890470155,126665200
2015-03-05,28.161914825439453,28.683224655756852,28.017105972675417,28.645352068021506,226068400
2015-03-06,28.204248428344727,28.821354861270127,28.128503236447628,28.60525568485425,291368400
2015-03-09,28.32455062866211,28.865913560085808,27.8611628871626,28.507232105640526,354114000
2015-03-10,27.738637924194336,28.342378042171664,27.580462619457386,28.16192483671167,275426400
2015-03-11,27.2329158782959,27.796554990966435,27.203954782675737,27.79210009152278,275756000
2015-03-12,27.72526741027832,27.825520504346425,27.0970211462915,27.248513237592313,193450800
2015-03-13,27.53367042541504,27.936907643564236,27.308661470752785,27.714125288670893,207309200
2015-03-16,27.836652755737305,27.836652755737305,27.373266779429162,27.598275719474515,143497200
2015-03-17,28.302270889282227,28.3646496774058,27.992603548458405,28.04829913781081,204092400
2015-03-18,28.620849609375,28.774569979250792,28.153007000698736,28.293359273393268,261083600
2015-03-19,28.404748916625977,28.794618019403195,28.382471022120445,28.683226847181135,183238000
2015-03-20,28.048301696777344,28.60525594142023,27.883443213167936,28.5718399445157,274780400
2015-03-23,28.34014892578125,28.482729525935184,28.186428525739263,28.320099325616553,150838800
2015-03-24,28.22429656982422,28.525050703803593,28.19533377641262,28.344599243232636,131369200
2015-03-25,27.48688507080078,28.253256880292685,27.48688507080078,28.190878095742303,206620800
2015-03-26,27.678485870361328,27.82106647538394,27.313122857529027,27.348768858632123,190291600
2015-03-27,27.457921981811523,27.780955678190416,27.382176805990813,27.75199458738149,158184800
2015-03-30,28.153005599975586,28.159688798386455,27.625010829489707,27.636150626637427,188398800
2015-03-31,27.720815658569336,28.17974688447005,27.70522095768033,28.090633579520755,168362400
2015-04-01,27.680706024169922,27.874527273814653,27.42450599064718,27.80769189126285,162485600
2015-04-02,27.91908836364746,27.972555660024614,27.667344880997593,27.85448126816499,128880400
2015-04-06,28.371337890625,28.406983889964096,27.69853580020015,27.72972519977446,148776000
2015-04-07,28.072799682617188,28.542868798417196,28.066116485191213,28.43593424021325,140049200
2015-04-08,27.981464385986328,28.15969095583819,27.841112109521802,28.037159976603217,149316800
2015-04-09,28.195329666137695,28.199786264333394,27.772044621033103,28.037154424074384,129936000
2015-04-10,28.315641403198242,28.34014760205144,27.905722621826133,28.0594413149933,160752000
2015-04-13,28.25994300842285,28.643130652588724,28.206475716078707,28.598571459528543,145460400
2015-04-14,28.137413024902344,28.357967087559327,28.05052803962249,28.2933599985599,102098400
2015-04-15,28.244348526000977,28.32232201536702,28.072806849395675,28.161920137111697,115881600
2015-04-16,28.10845184326172,28.31563951998062,28.09508544466522,28.132958040485054,113476000
2015-04-17,27.792104721069336,28.101772124671196,27.727497620359582,27.97033132300624,207828000
2015-04-20,28.427032470703125,28.54287856501247,27.885671197935867,27.97478449339407,188217200
2015-04-21,28.273303985595703,28.56069167187547,28.219835007023242,28.538415480344838,129740400
2015-04-22,28.654266357421875,28.709961948008925,28.14186794383772,28.29113171868433,150618000
2015-04-23,28.888187408447266,29.05527417379222,28.54733067909467,28.582976671554942,183083600
2015-04-24,29.02408790588379,29.102063097864274,28.790165729331633,29.070873700949942,178103600
2015-04-27,29.55208969116211,29.65902771131597,29.217916026809473,29.476344476429187,387816800
2015-04-28,29.08646011352539,29.973132824507275,28.865907785068085,29.95531322978204,475696000
2015-04-29,28.658716201782227,29.3159233359312,28.582971032289972,28.997346264567035,253544400
2015-04-30,27.881208419799805,28.658718261094478,27.754222562054288,28.658718261094478,332781600
2015-05-01,28.727779388427734,28.990664292834026,27.91462528289179,28.09285011848158,234050400
2015-05-04,28.67208480834961,29.088690071472158,28.574060040556066,28.850311349848,203953200
2015-05-05,28.026025772094727,28.616397754901502,28.021569172397257,28.54956235699764,197085600
2015-05-06,27.850025177001953,28.23766603361999,27.482433918282176,28.195336838464158,288564000
2015-05-07,28.022287368774414,28.20573193766146,27.74488205442266,27.912666783531346,175763600
2015-05-08,28.55024528503418,28.55024528503418,28.212438276395325,28.339954580653217,222201600
2015-05-11,28.259414672851562,28.53681820285766,28.105052219051004,28.498787417855624,168143200
2015-05-12,28.158742904663086,28.384691701298728,27.923843680555755,28.098339466786825,192640000
2015-05-13,28.190065383911133,28.45404669644201,28.158745711813754,28.221385056008515,138776800
2015-05-14,28.847780227661133,28.847780227661133,28.447335604555988,28.50326383431632,180814000
2015-05-15,28.80751609802246,28.968589687117905,28.682237398412347,28.874630662410322,152832000
2015-05-18,29.125185012817383,29.243752584935958,28.715789967854153,28.720265181968493,203531600
2015-05-19,29.098342895507812,29.279549825447738,29.00214455904792,29.237043821913492,178532800
2015-05-20,29.09610366821289,29.301919157992057,28.935030082544245,29.082681438338582,145819600
2015-05-21,29.393646240234375,29.44733858055364,29.044654562131463,29.09834690245073,158921600
2015-05-22,29.65091323852539,29.747111583218956,29.395880609079995,29.440625930475374,182384000
2015-05-26,28.99766731262207,29.733684723786734,28.885810853723097,29.664334265443486,282790400
2015-05-27,29.5390567779541,29.588273900644243,29.093870186696144,29.158745441012005,183332800
2015-05-28,29.48088836669922,29.51891915352305,29.3287652194039,29.49878580995542,122933200
2015-05-29,29.145320892333984,29.40706461659608,29.060308884704277,29.357847497819773,203538000
2015-06-01,29.203489303588867,29.393646691582546,29.093872134105272,29.145325160874897,128451200
2015-06-02,29.0737361907959,29.230334571499,28.930560040783256,29.051363530586023,134670400
2015-06-03,29.109521865844727,29.292968084951948,29.060304754064152,29.23032874515631,123934000
2015-06-04,28.939496994018555,29.21242696845156,28.838826885255965,28.988714098495816,153800400
2015-06-05,28.78066635131836,29.013329704244754,28.71579110523769,28.970823702445415,142507200
2015-06-08,28.59050941467285,28.90594542416915,28.37350762773608,28.836591557483697,210699200
2015-06-09,28.505502700805664,28.65315406199824,28.102820428705932,28.34442910924805,224301600
2015-06-10,28.832122802734375,28.935028836397862,28.601697056785675,28.61735689322936,156349200
2015-06-11,28.76724624633789,29.122949003049126,28.742637686299396,28.899236062185924,141563600
